date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:52:02	6947/6947	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22785c5afb0e809b69bd27a327931c15f6%22	https://www.nexbank.com/robots.txt		(from )
21:52:03	31654/31654	---MCZ	200	added ('OK')	text/html	etag:W/%2212e5bc412414b349172bedd3dafd7393%22	https://www.nexbank.com/	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/index.html	(from )
21:52:03	56642/56642	---M--	200	added ('OK')	image/png	etag:%22dd42-5dbf6c8760bb6%22	https://www.nexbank.com/admin/wp-content/uploads/2019/10/share_img.png	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/admin/wp-content/uploads/2019/10/share_img.png	(from https://www.nexbank.com/)
21:52:03	4473/4473	---M--	200	added ('OK')	image/png	etag:%22615fd955-1179%22	https://www.nexbank.com/apple-touch-icon.png	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/apple-touch-icon.png	(from https://www.nexbank.com/)
21:52:03	1842/1842	---M--	200	added ('OK')	image/png	etag:%22615fd956-732%22	https://www.nexbank.com/favicon-32x32.png	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/favicon-32x32.png	(from https://www.nexbank.com/)
21:52:03	1200/1200	---M--	200	added ('OK')	image/png	etag:%22615fd955-4b0%22	https://www.nexbank.com/favicon-16x16.png	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/favicon-16x16.png	(from https://www.nexbank.com/)
21:52:04	426/426	---M--	200	added ('OK')	text/html	etag:%22615fd956-1aa%22	https://www.nexbank.com/site.webmanifest	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/site.html	(from https://www.nexbank.com/)
21:52:04	1854/1854	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22615fd956-73e%22	https://www.nexbank.com/safari-pinned-tab.svg	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/safari-pinned-tab.svg	(from https://www.nexbank.com/)
21:52:04	132380/132380	---MCZ	200	added ('OK')	text/css	etag:W/%22615fd94d-2051c%22	https://www.nexbank.com/assets/css/main.c3232c0585b7cf4f1b1b.css	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/assets/css/main.c3232c0585b7cf4f1b1b.css	(from https://www.nexbank.com/)
21:52:04	44449/44449	---MCZ	200	added ('OK')	text/html	etag:W/%22face2a064aeb197aedcc62d4fc4b6963%22	https://www.nexbank.com/service/institutional-banking	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/service/institutional-banking.html	(from https://www.nexbank.com/)
21:52:05	42444/42444	---MCZ	200	added ('OK')	text/html	etag:W/%22b41f30ebabfb7a028e91db9b1c99828e%22	https://www.nexbank.com/service/commercial-banking	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/service/commercial-banking.html	(from https://www.nexbank.com/)
21:52:05	39420/39420	---MCZ	200	added ('OK')	text/html	etag:W/%22fc2ee83a5dc68f3961e821711ada6351%22	https://www.nexbank.com/service/mortgage-banking	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/service/mortgage-banking.html	(from https://www.nexbank.com/)
21:52:05	188580/188580	---MCZ	200	added ('OK')	text/html	etag:W/%22a498b953fb9030a5bae1792ec90ddfcb%22	https://www.nexbank.com/about	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/about.html	(from https://www.nexbank.com/)
21:52:06	33304/33304	---MCZ	200	added ('OK')	text/html	etag:W/%22c23a1d77754dec1f05219869c880ec10%22	https://www.nexbank.com/contact	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/contact.html	(from https://www.nexbank.com/)
21:52:06	32152/32152	---MCZ	200	added ('OK')	text/html	etag:W/%228683258144470474660db8d9dceff34b%22	https://www.nexbank.com/onlinebanking	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/onlinebanking.html	(from https://www.nexbank.com/)
21:52:06	358/358	---M--	200	added ('OK')	image/png	etag:%22615fd953-166%22	https://www.nexbank.com/assets/img/ehl_logo.png	C:/Users/achar/OneDrive/Documents/GitHub/www.mightycrayon.org/Mighty%20Crayon%20Choice%202/www.nexbank.com/assets/img/ehl_logo.png	(from https://www.nexbank.com/)
